Connect to JDData status: True
report first level market breadth
HS300 index
{'code': '002120.XSHE', 'display_name': '韵达股份', 'name': 'YDGF', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: False
long arrange: False
ema5 bias: 1.37%
ema20 bias: -7.98%
ema5 > ema20: True
ema5 angle
0    -1.029050
1     5.598527
2    10.869426
3    17.987423
4    22.609326
ema20 angle
0   -3.844532
1   -1.682412
2    0.550920
3    3.712731
4    6.608423
NATR
108    3.640817
109    3.587224
110    3.438887
111    3.488189
112    3.335477
113    3.255239
114    3.165261
115    3.058085
116    3.101915
117    3.128965
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58773659  002120.XSHE   26.7271          0.3283    3.9869    1.6372    68.7131       289924.75     543.029      279649.8125                523.7841  2020-09-30       20.5134


-----Stock trend report: 欧菲光-----
{'code': '002456.XSHE', 'display_name': '欧菲光', 'name': 'OFG', 'type': 'stock', 'parent': None}
above5: False
above20: False
above60: False
long arrange: False
ema5 bias: -1.54%
ema20 bias: -7.08%
ema5 > ema20: True
ema5 angle
0    -3.396324
1    11.150172
2    14.827994
3     6.644415
4    -2.805629
ema20 angle
0   -5.510764
1   -1.126939
2    1.162789
3    0.069980
4   -2.009417
NATR
108    4.394102
109    4.474551
110    4.315871
111    4.217590
112    3.997364
113    3.884312
114    3.772903
115    3.597210
116    3.528465
117    3.564966
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58772572  002456.XSHE   39.1899          1.0905    3.9102    0.7489  1411.7472     269473.9375    388.3119      266850.0625                384.5309  2020-09-30       76.1617


-----Stock trend report: 沪电股份-----
{'code': '002463.XSHE', 'display_name': '沪电股份', 'name': 'HDGF', 'type': 'stock', 'parent': None}
above5: False
above20: False
above60: False
long arrange: False
ema5 bias: -1.13%
ema20 bias: -7.46%
ema5 > ema20: True
ema5 angle
0   -11.907782
1     2.257219
2    12.931560
3     7.392280
4    -4.393940
ema20 angle
0   -6.194060
1   -2.677500
2    0.904264
3    0.436232
4   -2.277902
NATR
108    3.789100
109    3.876627
110    3.874561
111    3.878946
112    3.756945
113    3.787404
114    3.695770
115    3.552479
116    3.468522
117    3.508602
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58772047  002463.XSHE   24.7124          1.4147    5.9633    4.2971  -145.9215     172438.1719    324.0113      170574.1094                320.5087  2020-09-30        26.867


-----Stock trend report: 世纪华通-----
{'code': '002602.XSHE', 'display_name': '世纪华通', 'name': 'SJHT', 'type': 'stock', 'parent': None}
above5: False
above20: False
above60: False
long arrange: False
ema5 bias: -4.12%
ema20 bias: -6.03%
ema5 > ema20: True
ema5 angle
0   -8.409627
1   -1.826699
2    3.551868
3    0.652053
4   -6.978992
ema20 angle
0   -4.986919
1   -3.427961
2   -1.740477
3   -2.065412
4   -3.991172
NATR
108    3.391578
109    3.457906
110    3.422516
111    3.569274
112    3.435718
113    3.478271
114    3.376475
115    3.285940
116    3.180239
117    3.390560
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58773452  002602.XSHE    26.183          1.0083     2.418    4.5705  -198.9313     745255.6875    709.4834      417570.1562                397.5268  2020-09-30       31.0445


-----Stock trend report: 深南电路-----
{'code': '002916.XSHE', 'display_name': '深南电路', 'name': 'SNDL', 'type': 'stock', 'parent': None}
above5: False
above20: False
above60: False
long arrange: False
ema5 bias: -0.26%
ema20 bias: -9.15%
ema5 > ema20: True
ema5 angle
0   -29.320050
1    48.211859
2    68.858023
3    60.727015
4    -4.043700
ema20 angle
0   -33.927188
1   -10.311208
2    19.855008
3    18.975978
4    -2.798896
NATR
108    4.154296
109    4.208569
110    4.070071
111    4.026758
112    3.915248
113    3.810367
114    3.698841
115    3.596451
116    3.435746
117    3.556971
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58772439  002916.XSHE   38.3679          1.6932   10.6104     4.895     86.943      48941.3867    570.1671       15325.5029                178.5421  2020-09-30       46.2507


-----Stock trend report: 乐普医疗-----
{'code': '300003.XSHE', 'display_name': '乐普医疗', 'name': 'LPYL', 'type': 'stock', 'parent': None}
above5: False
above20: False
above60: False
long arrange: False
ema5 bias: -0.27%
ema20 bias: -5.69%
ema5 > ema20: True
ema5 angle
0     8.720593
1    10.698565
2    28.040487
3    23.512764
4    -0.951844
ema20 angle
0   -5.111219
1   -3.214616
2    3.740368
3    4.688082
4   -0.769054
NATR
108    3.820615
109    3.861051
110    3.730373
111    3.608088
112    3.492057
113    3.363039
114    3.231390
115    3.152304
116    3.078675
117    3.131612
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58771016  300003.XSHE   35.5688          1.0745    7.3088    7.4987   102.1579     180458.1094    608.3243      153804.8438                518.4761  2020-09-30       35.2589


-----Stock trend report: 温氏股份-----
{'code': '300498.XSHE', 'display_name': '温氏股份', 'name': 'WSGF', 'type': 'stock', 'parent': None}
above5: False
above20: False
above60: False
long arrange: False
ema5 bias: -3.23%
ema20 bias: -5.68%
ema5 > ema20: True
ema5 angle
0   -11.563331
1    -5.506442
2    10.521713
3    10.600496
4    -2.589743
ema20 angle
0   -9.757182
1   -8.202949
2   -3.376384
3   -2.020748
4   -4.602063
NATR
108    2.783469
109    2.791930
110    2.762606
111    2.819668
112    2.767246
113    2.810959
114    2.721406
115    2.728134
116    2.707544
117    2.787742
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58772406  300498.XSHE    7.4406          0.5291    2.8011    1.5829  -112.4163      637346.375   1245.3748      483697.9062                945.1457  2020-09-30        8.9164


-----Stock trend report: 生益科技-----
{'code': '600183.XSHG', 'display_name': '生益科技', 'name': 'SYKJ', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: False
long arrange: False
ema5 bias: 1.53%
ema20 bias: -5.51%
ema5 > ema20: True
ema5 angle
0    -3.219201
1    19.417679
2    25.873428
3    14.931462
4     2.925955
ema20 angle
0   -3.458142
1    3.248287
2    6.999594
3    5.420785
4    2.843313
NATR
108    3.741905
109    3.663515
110    3.747041
111    3.732833
112    3.578917
113    3.460049
114    3.464821
115    3.373599
116    3.259290
117    3.200356
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58771147  600183.XSHG   32.3708          0.5312    5.8884    3.7658  -747.6595     228450.8281    532.7473      228450.8281                532.7473  2020-09-30       36.7725


-----Stock trend report: 烽火通信-----
{'code': '600498.XSHG', 'display_name': '烽火通信', 'name': 'FHTX', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: False
long arrange: False
ema5 bias: -0.13%
ema20 bias: -6.33%
ema5 > ema20: True
ema5 angle
0    -2.811550
1    10.051802
2    16.778362
3    12.280047
4     2.011053
ema20 angle
0   -4.798771
1   -0.914110
2    2.173036
3    2.238720
4    0.225819
NATR
108    2.478967
109    2.534191
110    2.513895
111    2.426040
112    2.410882
113    2.343356
114    2.310127
115    2.266789
116    2.200704
117    2.172236
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58772713  600498.XSHG   45.8183          0.4053    2.6678    1.2571    15.2805     117014.6641    278.0268      111375.4922                264.6282  2020-09-30       28.4055


-----Stock trend report: 红塔证券-----
{'code': '601236.XSHG', 'display_name': '红塔证券', 'name': 'HTZQ', 'type': 'stock', 'parent': None}
above5: False
above20: False
above60: False
long arrange: False
ema5 bias: -0.60%
ema20 bias: -5.04%
ema5 > ema20: True
ema5 angle
0    -4.186029
1     3.121795
2    12.754489
3     4.815209
4    -1.365674
ema20 angle
0   -3.684123
1   -1.645817
2    1.620421
3    0.375135
4   -0.970109
NATR
108    3.858688
109    3.788706
110    3.638533
111    3.458137
112    3.288181
113    3.274691
114    3.128354
115    3.071898
116    3.040694
117    2.989343
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58772357  601236.XSHG   50.1309          0.5172    4.8183    17.633  -684.3908     363340.5312    664.5498      147492.0156                269.7629  2020-09-30       79.3453


-----Stock trend report: 永辉超市-----
{'code': '601933.XSHG', 'display_name': '永辉超市', 'name': 'YHCS', 'type': 'stock', 'parent': None}
above5: True
above20: False
above60: False
long arrange: False
ema5 bias: -1.58%
ema20 bias: -5.39%
ema5 > ema20: True
ema5 angle
0   -2.976904
1   -1.222263
2    4.712955
3    2.955466
4    2.543345
ema20 angle
0   -2.709957
1   -2.234293
2   -0.440069
3   -0.452723
4   -0.245912
NATR
108    2.476507
109    2.566002
110    2.480428
111    2.549441
112    2.539565
113    2.510062
114    2.473219
115    2.477547
116    2.364752
117    2.344966
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58770383  601933.XSHG    36.384          0.5142    3.5887    0.7909    16.3689     951628.5625    745.1252       946825.125                741.3641  2020-09-30       47.6506


-----Stock trend report: 汇顶科技-----
{'code': '603160.XSHG', 'display_name': '汇顶科技', 'name': 'HDKJ', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: False
long arrange: False
ema5 bias: 0.02%
ema20 bias: -9.23%
ema5 > ema20: True
ema5 angle
0   -58.323829
1    44.891711
2    71.870199
3    69.556939
4    24.946824
ema20 angle
0   -45.664357
1   -18.400226
2    20.900717
3    27.935634
4     5.805501
NATR
108    3.554121
109    3.474590
110    3.328595
111    3.386207
112    3.250849
113    3.312614
114    3.290350
115    3.255064
116    3.171477
117    3.201875
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58772817  603160.XSHG    37.869           0.666   10.4841   10.8194    51.0929      45692.2461    718.6933       45253.7031                711.7955  2020-09-30       31.0135


-----Stock trend report: 兆易创新-----
{'code': '603986.XSHG', 'display_name': '兆易创新', 'name': 'ZYCX', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: False
long arrange: False
ema5 bias: -0.22%
ema20 bias: -6.94%
ema5 > ema20: True
ema5 angle
0   -49.755393
1    55.389376
2    74.123369
3    61.485530
4    33.175863
ema20 angle
0   -45.470238
1   -15.678973
2    25.389515
3    15.939372
4     5.403610
NATR
108    4.145388
109    4.028235
110    3.980799
111    3.997309
112    3.840915
113    3.691143
114    3.572882
115    3.477960
116    3.404407
117    3.333419
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58773755  603986.XSHG  104.3032          0.8593    8.0362   22.3124    35.3771       47157.082    816.3362       41789.0312                723.4099  2020-09-30      134.5043


EMA5 Cross EMA20 -----------------------------------------------
-----Stock trend report: 中兴通讯-----
{'code': '000063.XSHE', 'display_name': '中兴通讯', 'name': 'ZXTX', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: False
long arrange: False
ema5 bias: 0.41%
ema20 bias: -5.32%
ema5 > ema20: True
ema5 angle
0    -0.570347
1     4.954960
2    28.860463
3    33.454821
4    16.374653
ema20 angle
0   -7.846586
1   -5.598243
2    2.991978
3    7.468817
4    4.386488
NATR
108    2.948144
109    3.019991
110    2.896498
111    2.872791
112    2.769708
113    2.665007
114    2.633640
115    2.649049
116    2.687057
117    2.696197
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58773146  000063.XSHE   27.5916          0.6587    3.7096    1.6362    14.7707        461343.5    1527.047         347634.0               1150.6685  2020-09-30       29.6636


-----Stock trend report: 恒逸石化-----
{'code': '000703.XSHE', 'display_name': '恒逸石化', 'name': 'HYSH', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: False
ema5 bias: 0.60%
ema20 bias: 2.82%
ema5 > ema20: False
ema5 angle
0    -6.269114
1     5.716037
2    13.859783
3    10.452782
4     9.814524
ema20 angle
0   -4.668825
1   -1.395775
2    1.683055
3    1.849963
4    2.491296
NATR
108    3.985903
109    4.126453
110    4.118976
111    4.065017
112    3.944889
113    3.935897
114    3.834272
115    3.816910
116    3.743173
117    3.639512
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58771371  000703.XSHE    9.9861          0.4918     1.572    0.4943    30.3932     368164.5312    382.1548      331523.6562                344.1216  2020-09-30       11.9373


-----Stock trend report: 北新建材-----
{'code': '000786.XSHE', 'display_name': '北新建材', 'name': 'BXJC', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: False
ema5 bias: 0.57%
ema20 bias: 4.87%
ema5 > ema20: False
ema5 angle
0   -28.501351
1   -16.803848
2     6.579338
3    32.083216
4    36.916048
ema20 angle
0   -12.305851
1   -10.216404
2    -4.151466
3     5.226382
4    10.092813
NATR
108    4.388724
109    4.432832
110    4.640135
111    5.055992
112    5.040372
113    4.983567
114    4.849004
115    4.603255
116    4.480721
117    4.454685
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58772358  000786.XSHE   25.6496          0.6462    3.5475    3.6748    70.3347     168950.7812    522.0579      168950.7812                522.0579  2020-09-30      118.3418


-----Stock trend report: 浪潮信息-----
{'code': '000977.XSHE', 'display_name': '浪潮信息', 'name': 'LCXX', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: False
long arrange: False
ema5 bias: 0.34%
ema20 bias: -7.05%
ema5 > ema20: True
ema5 angle
0    -6.580524
1    12.758142
2    30.863222
3    29.324825
4    10.268508
ema20 angle
0   -8.995948
1   -3.237666
2    4.371077
3    6.606831
4    2.837022
NATR
108    3.353954
109    3.453516
110    3.296115
111    3.358384
112    3.251194
113    3.185552
114    3.107065
115    3.068682
116    2.994919
117    2.990743
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58772096  000977.XSHE   41.6326          0.7957    3.8401    0.7314   -75.6727      145372.125    441.7859      145280.8594                441.5085  2020-09-30       47.5679


-----Stock trend report: 大族激光-----
{'code': '002008.XSHE', 'display_name': '大族激光', 'name': 'DZJG', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: False
long arrange: False
ema5 bias: 0.02%
ema20 bias: -2.58%
ema5 > ema20: True
ema5 angle
0    -6.454701
1    23.166510
2    28.895994
3    24.130413
4     3.165605
ema20 angle
0   -9.125799
1   -0.087552
2    4.278200
3    5.173471
4    0.710074
NATR
108    3.361228
109    3.482237
110    3.294468
111    3.164282
112    3.050860
113    2.992556
114    3.026355
115    2.935001
116    2.860041
117    2.894687
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58771188  002008.XSHE   39.6195          0.9804    3.9151    3.5148    36.1174     106707.1016    351.0664       99344.9609                326.8449  2020-09-30       54.6645


-----Stock trend report: 韵达股份-----
{'code': '002120.XSHE', 'display_name': '韵达股份', 'name': 'YDGF', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: False
long arrange: False
ema5 bias: 1.37%
ema20 bias: -7.98%
ema5 > ema20: True
ema5 angle
0    -1.029050
1     5.598527
2    10.869426
3    17.987423
4    22.609326
ema20 angle
0   -3.844532
1   -1.682412
2    0.550920
3    3.712731
4    6.608423
NATR
108    3.640817
109    3.587224
110    3.438887
111    3.488189
112    3.335477
113    3.255239
114    3.165261
115    3.058085
116    3.101915
117    3.128965
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58773659  002120.XSHE   26.7271          0.3283    3.9869    1.6372    68.7131       289924.75     543.029      279649.8125                523.7841  2020-09-30       20.5134


-----Stock trend report: 宁波银行-----
{'code': '002142.XSHE', 'display_name': '宁波银行', 'name': 'NBYX', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: False
ema5 bias: 0.07%
ema20 bias: 3.32%
ema5 > ema20: False
ema5 angle
0   -26.362495
1   -18.283169
2    20.793612
3    21.792723
4    13.489388
ema20 angle
0   -9.957697
1   -9.025754
2    1.587319
3    3.831751
4    3.032627
NATR
108    3.254157
109    3.361351
110    3.322697
111    3.186995
112    3.332352
113    3.503403
114    3.391570
115    3.444724
116    3.334870
117    3.246292
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58773637  002142.XSHE   12.8542          0.7708    1.8527    4.8657   -35.5847      600801.625   1891.3235         562081.0               1769.4309  2020-09-30       13.7909


-----Stock trend report: 大华股份-----
{'code': '002236.XSHE', 'display_name': '大华股份', 'name': 'DHGF', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: False
ema5 bias: 0.05%
ema20 bias: 0.80%
ema5 > ema20: False
ema5 angle
0     0.910264
1     6.122067
2    16.251682
3    18.142410
4     2.773640
ema20 angle
0   -3.978000
1   -2.021647
2    1.771008
3    3.780048
4    0.642056
NATR
108    4.726543
109    4.660847
110    4.527464
111    4.416759
112    4.217940
113    4.046141
114    3.879945
115    3.721720
116    3.644334
117    3.709242
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58771394  002236.XSHE   18.5542          0.8865    3.6228     2.445   -80.5506      300327.625    615.6716      185693.7031                380.6721  2020-09-30       19.3113


-----Stock trend report: 上海莱士-----
{'code': '002252.XSHE', 'display_name': '上海莱士', 'name': 'SHLS', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: False
long arrange: False
ema5 bias: 0.35%
ema20 bias: -2.62%
ema5 > ema20: True
ema5 angle
0   -3.099520
1    4.606178
2    5.921032
3    3.955173
4    5.299609
ema20 angle
0   -2.306252
1   -0.177881
2    0.657540
3    0.594922
4    1.302000
NATR
108    2.668819
109    2.717894
110    2.727406
111    2.889777
112    2.799941
113    2.806932
114    2.825043
115    2.733765
116    2.636793
117    2.627433
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58772772  002252.XSHE   62.1441          0.3112    2.1842   21.3345     62.408     674078.8125    554.0928      497227.9688                408.7214  2020-09-30       91.1496


-----Stock trend report: 海大集团-----
{'code': '002311.XSHE', 'display_name': '海大集团', 'name': 'HDJT', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: False
ema5 bias: 0.00%
ema20 bias: 1.29%
ema5 > ema20: False
ema5 angle
0    33.451333
1    -7.757192
2    28.480585
3    54.170016
4    12.953182
ema20 angle
0    -3.745437
1   -12.625311
2    -1.243467
3    15.255876
4     2.786464
NATR
108    4.675908
109    4.681094
110    4.496000
111    4.485227
112    4.344586
113    4.316012
114    4.575879
115    4.647376
116    4.600298
117    4.751087
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58774103  002311.XSHE   47.1616          0.6394    9.9779    1.8698    67.4837     159860.2344    980.4228      158362.9062                971.2397  2020-09-30       59.4642


-----Stock trend report: 中公教育-----
{'code': '002607.XSHE', 'display_name': '中公教育', 'name': 'ZGJY', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: False
ema5 bias: 1.88%
ema20 bias: 1.02%
ema5 > ema20: True
ema5 angle
0     9.427096
1     3.473022
2    -5.495304
3    12.908955
4    51.402527
ema20 angle
0    -1.563147
1    -2.232006
2    -4.249903
3     0.949616
4    18.225771
NATR
108    5.165768
109    5.413393
110    5.427576
111    5.197753
112    5.074469
113    4.911863
114    4.942741
115    4.975774
116    4.750596
117    4.659936
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58773136  002607.XSHE  186.5952          0.7049   115.309   24.1104    61.6967     616739.9375   2012.4224       78399.0938                255.8163  2020-09-30      111.5194


-----Stock trend report: 华林证券-----
{'code': '002945.XSHE', 'display_name': '华林证券', 'name': 'HLZQ', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: False
ema5 bias: 0.81%
ema20 bias: -1.88%
ema5 > ema20: True
ema5 angle
0    -5.938646
1     0.801249
2     9.424588
3     2.328368
4    11.700892
ema20 angle
0   -2.704754
1   -1.084667
2    1.582777
3    0.286486
4    3.202497
NATR
108    3.218435
109    3.248411
110    3.157271
111    3.029316
112    2.950291
113    3.024877
114    2.904564
115    2.848237
116    2.864452
117    3.099260
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58771590  002945.XSHE   69.7939          0.8403    6.7523   33.5212    11.6938        270000.0      379.35       75478.9062                106.0479  2020-09-30       85.8906


-----Stock trend report: 沃森生物-----
{'code': '300142.XSHE', 'display_name': '沃森生物', 'name': 'WSSW', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: False
ema5 bias: 0.70%
ema20 bias: -4.07%
ema5 > ema20: True
ema5 angle
0   -29.534984
1     8.097649
2    57.196897
3    55.116371
4    49.144042
ema20 angle
0   -25.984285
1   -16.299119
2     8.622287
3    14.115907
4    15.890076
NATR
108    7.234892
109    7.112718
110    7.011368
111    7.692872
112    7.643353
113    7.368363
114    6.961330
115    6.613119
116    6.426215
117    6.307068
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58770251  300142.XSHE  662.5359           2.172   15.5416   65.7628  -251.5918     154345.2031    785.3084      148435.8125                755.2415  2020-09-30      553.1333


-----Stock trend report: 招商银行-----
{'code': '600036.XSHG', 'display_name': '招商银行', 'name': 'ZSYH', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: False
ema5 bias: 0.28%
ema20 bias: 1.57%
ema5 > ema20: False
ema5 angle
0   -19.211453
1    -9.776493
2    19.040946
3    17.053462
4    16.233833
ema20 angle
0   -7.870993
1   -6.160452
2    1.934229
3    3.002976
4    4.131045
NATR
108    2.230301
109    2.211225
110    2.111973
111    2.072485
112    2.206399
113    2.219219
114    2.208392
115    2.254859
116    2.247387
117    2.205883
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58774065  600036.XSHG     9.864          0.3174    1.5171    3.2454   -11.6078       2521984.5   9079.1445        2062894.5               7426.4199  2020-09-30        9.7765


-----Stock trend report: 杭州银行-----
{'code': '600926.XSHG', 'display_name': '杭州银行', 'name': 'HZYH', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: False
ema5 bias: 0.04%
ema20 bias: 6.74%
ema5 > ema20: False
ema5 angle
0   -5.932665
1   -5.101693
2    3.651366
3    5.854819
4    6.750232
ema20 angle
0   -2.476055
1   -2.567320
2   -0.305377
3    0.705879
4    1.456880
NATR
108    4.322503
109    4.376794
110    4.227344
111    4.052336
112    4.043004
113    3.967994
114    3.861888
115    3.830776
116    3.743644
117    3.664301
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58773510  600926.XSHG    9.9208             0.6    1.1325    2.9348    -2.4999     593020.0625    698.5776      502232.3125                591.6297  2020-09-30       10.5811


-----Stock trend report: 中国电影-----
{'code': '600977.XSHG', 'display_name': '中国电影', 'name': 'ZGDY', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: False
ema5 bias: 0.29%
ema20 bias: 0.67%
ema5 > ema20: False
ema5 angle
0     0.351380
1     0.616203
2     1.174595
3    10.037499
4     8.044590
ema20 angle
0   -1.649247
1   -1.383185
2   -1.033315
3    1.738258
4    1.954405
NATR
108    2.837850
109    2.956552
110    3.092733
111    3.038729
112    3.062429
113    2.944279
114    2.962962
115    2.879840
116    2.926164
117    2.869318
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58770882  600977.XSHG -214.6554          0.4823    2.4143    5.6114   -11.4731        186700.0    263.0603         186700.0                263.0603  2020-09-30       24.7832


-----Stock trend report: 大秦铁路-----
{'code': '601006.XSHG', 'display_name': '大秦铁路', 'name': 'DQTL', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: False
ema5 bias: 0.20%
ema20 bias: -0.61%
ema5 > ema20: True
ema5 angle
0   -0.352506
1    1.101755
2    2.261303
3    1.126203
4    1.132722
ema20 angle
0   -0.500803
1   -0.071148
2    0.372161
3    0.227586
4    0.315044
NATR
108    1.022826
109    1.013189
110    1.036885
111    1.023959
112    0.995602
113    0.970792
114    0.980382
115    0.997783
116    0.984309
117    0.944063
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58770998  601006.XSHG    8.4521          0.0921    0.8404    1.2954    58.7913     1486679.125    947.0146      1486679.125                947.0146  2020-09-30         6.928


