Welcome!!!
report first level market breadth
HS300 index
1    54.152766
2    29.658101
3    12.386356
4    37.346324
ema20 angle
0     5.588683
1    25.505932
2    18.299682
3    14.224916
4    22.074947
NATR
108    4.501345
109    4.355539
110    4.203080
111    4.044417
112    4.166065
113    4.083458
114    4.099911
115    4.190541
116    4.070086
117    3.963887
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58808566  601336.XSHG   15.8324             NaN    2.1243     0.954  -164.9586     311954.6562   1936.6145      208543.9375               1294.6407  2020-10-01       13.3018


-----Stock trend report: 兴业证券-----
{'code': '601377.XSHG', 'display_name': '兴业证券', 'name': 'XYZQ', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 1.89%
ema20 bias: 4.65%
ema5 > ema20: False
ema5 angle
0    0.631332
1    7.820409
2    2.570703
3    0.378049
4    1.015872
ema20 angle
0    0.523618
1    2.600100
2    1.589738
3    1.056613
4    1.174196
NATR
108    3.803042
109    3.688862
110    3.544061
111    3.455612
112    3.546840
113    3.391002
114    3.399134
115    3.422123
116    3.320161
117    3.234428
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58807383  601377.XSHG   27.0665             NaN    1.5596    3.5776     9.7732     669667.1875    554.4844      669667.1875                554.4844  2020-10-01       31.4594


-----Stock trend report: 东吴证券-----
{'code': '601555.XSHG', 'display_name': '东吴证券', 'name': 'DWZQ', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 1.35%
ema20 bias: 3.81%
ema5 > ema20: False
ema5 angle
0    1.241159
1    8.219156
2   -0.212228
3   -3.574580
4   -2.003362
ema20 angle
0    1.463424
1    3.448292
2    1.486304
3    0.362837
4    0.437412
NATR
108    3.524968
109    3.421587
110    3.346098
111    3.256150
112    3.272818
113    3.147743
114    3.071173
115    3.228639
116    3.190079
117    3.064060
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58808729  601555.XSHG    31.432             NaN     1.525    6.8494    10.9886     388051.9062    414.0514      388051.9062                414.0514  2020-10-01       39.9211


-----Stock trend report: 中国太保-----
{'code': '601601.XSHG', 'display_name': '中国太保', 'name': 'ZGTB', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 2.50%
ema20 bias: 2.70%
ema5 > ema20: False
ema5 angle
0    12.254537
1    27.840104
2    13.066468
3     2.370342
4    12.093466
ema20 angle
0     4.426660
1    10.179813
2     7.304211
3     4.778211
4     7.348403
NATR
108    2.780972
109    2.674825
110    2.581592
111    2.486531
112    2.475438
113    2.481395
114    2.542972
115    2.541810
116    2.501558
117    2.473796
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58808017  601601.XSHG    11.639             NaN    1.5257    0.7495    11.5668      962034.125   3002.5085       684504.125               2136.3374  2020-10-01       10.8234


-----Stock trend report: 中国人寿-----
{'code': '601628.XSHG', 'display_name': '中国人寿', 'name': 'ZGRS', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 3.81%
ema20 bias: 8.93%
ema5 > ema20: False
ema5 angle
0    -5.114911
1    31.396752
2    24.396661
3    16.998389
4    41.896255
ema20 angle
0     1.701324
1    12.314575
2    11.906108
3    10.852851
4    20.382668
NATR
108    4.572241
109    4.449710
110    4.298283
111    4.138030
112    4.249231
113    4.079174
114    4.012503
115    3.948840
116    3.845293
117    3.781646
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58807230  601628.XSHG   24.5163             NaN    3.0771    1.5665    53.1443       2826470.5  12558.0088        2082353.0               9251.8945  2020-10-01       21.5451


-----Stock trend report: 长城汽车-----
{'code': '601633.XSHG', 'display_name': '长城汽车', 'name': 'CCQC', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 15.38%
ema20 bias: 21.65%
ema5 > ema20: False
ema5 angle
0    28.033056
1    45.519404
2    54.633116
3    32.723836
4    27.851255
ema20 angle
0    13.664482
1    22.268430
2    30.073348
3    23.708603
4    23.068966
NATR
108    5.869251
109    5.755279
110    5.450224
111    5.621151
112    5.618948
113    5.636880
114    5.407836
115    5.359976
116    5.587298
117    5.511306
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58808336  601633.XSHG   42.5232             NaN    3.2931     1.933    17.0157     917595.3125   1754.4423       602772.875               1152.5018  2020-10-01       39.0147


-----Stock trend report: 浙商证券-----
{'code': '601878.XSHG', 'display_name': '浙商证券', 'name': 'ZSZQ', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 3.09%
ema20 bias: 7.09%
ema5 > ema20: False
ema5 angle
0    15.421297
1    12.983440
2   -17.029286
3   -14.620342
4    -7.814448
ema20 angle
0    10.649498
1    10.396102
2     1.979526
3     0.864003
4     1.381749
NATR
108    4.906044
109    4.938865
110    4.865502
111    4.843876
112    4.791999
113    4.959363
114    4.943072
115    5.687181
116    5.522830
117    5.254174
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58805900  601878.XSHG   56.1043             NaN    4.3414    8.5662   427.6799     361404.4375    640.0473      361404.4375                640.0473  2020-10-01       66.1509


-----Stock trend report: 中国银河-----
{'code': '601881.XSHG', 'display_name': '中国银河', 'name': 'ZGYH', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 1.15%
ema20 bias: 2.01%
ema5 > ema20: False
ema5 angle
0    4.079373
1    9.882454
2    2.832404
3   -1.738382
4    0.559575
ema20 angle
0    1.221707
1    3.175822
2    1.784386
3    0.578169
4    1.014122
NATR
108    3.404409
109    3.318830
110    3.258782
111    3.132469
112    3.171996
113    3.087099
114    3.041294
115    3.040172
116    3.007133
117    2.920471
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58805838  601881.XSHG   20.7961             NaN    1.7666     6.159    12.4284     1013725.875   1286.4181      644627.4375                818.0322  2020-10-01       24.6043


-----Stock trend report: 浙商银行-----
{'code': '601916.XSHG', 'display_name': '浙商银行', 'name': 'ZSYX', 'type': 'stock', 'parent': None}
above5: False
above20: True
above60: True
long arrange: True
ema5 bias: 0.22%
ema20 bias: 1.35%
ema5 > ema20: False
ema5 angle
0    0.544564
1    1.126850
2   -0.012612
3   -0.772303
4   -0.132929
ema20 angle
0    0.199545
1    0.398804
2    0.142559
3   -0.089287
4    0.028351
NATR
108    1.624431
109    1.599884
110    1.567104
111    1.499050
112    1.459680
113    1.450102
114    1.450761
115    1.444076
116    1.438732
117    1.431191
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58806433  601916.XSHG    7.3739             NaN    0.8011    1.8331     2.8031      2126869.75     897.539         255000.0                  107.61  2020-10-01        6.9443


-----Stock trend report: 中远海控-----
{'code': '601919.XSHG', 'display_name': '中远海控', 'name': 'ZYHK', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 3.56%
ema20 bias: 10.49%
ema5 > ema20: False
ema5 angle
0    5.284212
1    4.098780
2    2.353895
3    3.856140
4    1.046648
ema20 angle
0    1.917617
1    1.898642
2    1.608890
3    2.109898
4    1.472956
NATR
108    4.325828
109    4.614455
110    4.445560
111    4.291027
112    4.444826
113    4.407665
114    4.261160
115    4.147283
116    4.019534
117    3.887268
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58807973  601919.XSHG   10.5412             NaN    1.9032    0.4591     5.1909     1225952.875     702.471      865730.1875                496.0634  2020-10-01       10.3853


-----Stock trend report: 药明康德-----
{'code': '603259.XSHG', 'display_name': '药明康德', 'name': 'YMKD', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 4.12%
ema20 bias: 1.96%
ema5 > ema20: True
ema5 angle
0    55.767360
1    66.946556
2    63.045899
3    49.097733
4    41.008907
ema20 angle
0    21.017672
1    36.466363
2    38.059247
3    33.569196
4    32.169600
NATR
108    3.453750
109    3.363271
110    3.383241
111    3.387301
112    3.356729
113    3.268123
114    3.238360
115    3.137770
116    3.068421
117    2.923435
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58806519  603259.XSHG   98.5569             NaN    9.9056   17.4439  -291.1896     244202.0781   2478.6511      141320.2344               1434.4004  2020-10-01      133.6524


-----Stock trend report: 安图生物-----
{'code': '603658.XSHG', 'display_name': '安图生物', 'name': 'ATSW', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 3.96%
ema20 bias: 2.75%
ema5 > ema20: True
ema5 angle
0   -62.037156
1    62.900321
2    70.535276
3    70.036668
4    48.792367
ema20 angle
0   -12.702956
1    35.496246
2    47.241163
3    50.799076
4    42.340329
NATR
108    4.226695
109    4.084562
110    3.991310
111    3.916910
112    3.936480
113    4.256637
114    4.233451
115    4.162365
116    4.221701
117    4.250334
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58809275  603658.XSHG    95.435             NaN    23.583   25.6721   716.7743      43060.2891    694.6486       43060.2891                694.6486  2020-10-01       89.7289


-----Stock trend report: 欧派家居-----
{'code': '603833.XSHG', 'display_name': '欧派家居', 'name': 'OPJJ', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: True
ema5 bias: 4.19%
ema20 bias: 7.56%
ema5 > ema20: False
ema5 angle
0     3.202609
1    45.208347
2    68.315336
3    61.475594
4    61.905465
ema20 angle
0     1.744834
1    16.946162
2    38.741775
3    37.689719
4    41.469647
NATR
108    4.161489
109    4.275832
110    4.310186
111    4.261529
112    4.144484
113    4.095675
114    3.998799
115    4.012308
116    3.881765
117    3.759603
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58809380  603833.XSHG   37.8543             NaN    6.9174    4.9422     19.756      59565.4492    641.9369       59565.4492                641.9369  2020-10-01       34.8983


EMA20 Negative Bias. Threshold: -0.05
-----Stock trend report: 中兴通讯-----
{'code': '000063.XSHE', 'display_name': '中兴通讯', 'name': 'ZXTX', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: False
long arrange: False
ema5 bias: 0.56%
ema20 bias: -5.09%
ema5 > ema20: True
ema5 angle
0     4.954960
1    28.860463
2    33.454821
3    16.374653
4     5.288069
ema20 angle
0   -5.598267
1    2.991956
2    7.468798
3    4.386471
4    2.283688
NATR
108    3.019987
109    2.896495
110    2.872788
111    2.769705
112    2.665004
113    2.633637
114    2.649046
115    2.687055
116    2.696195
117    2.666647
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58808400  000063.XSHE   27.5916             NaN    3.7096    1.6362    14.7707        461343.5    1527.047         347634.0               1150.6685  2020-10-01       29.6636


-----Stock trend report: 新希望-----
{'code': '000876.XSHE', 'display_name': '新希望', 'name': 'XXW', 'type': 'stock', 'parent': None}
above5: False
above20: False
above60: False
long arrange: False
ema5 bias: -3.77%
ema20 bias: -5.73%
ema5 > ema20: True
ema5 angle
0    -6.349574
1    17.004390
2    29.706569
3     3.073576
4    -7.080027
ema20 angle
0   -15.113725
1    -7.732608
2    -1.036444
3    -6.260397
4    -8.248585
NATR
108    5.199532
109    4.947642
110    5.121232
111    4.897117
112    4.799588
113    4.731035
114    4.555890
115    4.615700
116    4.740719
117    4.683762
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58808703  000876.XSHE   17.9441             NaN    3.9333    1.3036    18.6946     430400.6562   1192.2098      430060.2812               1191.2668  2020-10-01       23.6456


-----Stock trend report: 紫光股份-----
{'code': '000938.XSHE', 'display_name': '紫光股份', 'name': 'ZGGF', 'type': 'stock', 'parent': None}
above5: False
above20: False
above60: False
long arrange: False
ema5 bias: -3.34%
ema20 bias: -5.76%
ema5 > ema20: True
ema5 angle
0    -0.931633
1    18.391526
2    12.861727
3    -4.637356
4    -2.333107
ema20 angle
0   -10.323468
1    -3.816601
2    -3.345291
3    -6.817488
4    -5.957646
NATR
108    4.751946
109    4.667178
110    4.487391
111    4.272462
112    4.201343
113    4.058164
114    3.897411
115    3.775421
116    3.822485
117    3.639177
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58807552  000938.XSHE   38.7082             NaN    2.5283    1.2812    20.0111        286008.0    727.3183         286008.0                727.3183  2020-10-01       39.4552


-----Stock trend report: 浪潮信息-----
{'code': '000977.XSHE', 'display_name': '浪潮信息', 'name': 'LCXX', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: False
long arrange: False
ema5 bias: 0.58%
ema20 bias: -6.78%
ema5 > ema20: True
ema5 angle
0    12.758142
1    30.863222
2    29.324825
3    10.268508
4     7.074729
ema20 angle
0   -3.237702
1    4.371045
2    6.606802
3    2.836995
4    2.621641
NATR
108    3.453388
109    3.295997
110    3.358273
111    3.251091
112    3.185456
113    3.106979
114    3.068605
115    2.994848
116    2.990676
117    2.852985
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58807350  000977.XSHE   41.6326             NaN    3.8401    0.7314   -75.6727      145372.125    441.7859      145280.8594                441.5085  2020-10-01       47.5679


-----Stock trend report: 韵达股份-----
{'code': '002120.XSHE', 'display_name': '韵达股份', 'name': 'YDGF', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: False
long arrange: False
ema5 bias: 1.88%
ema20 bias: -7.52%
ema5 > ema20: True
ema5 angle
0     5.598527
1    10.869426
2    17.987423
3    22.609326
4    10.072622
ema20 angle
0   -1.682370
1    0.550958
2    3.712766
3    6.608454
4    4.360278
NATR
108    3.586996
109    3.438676
110    3.487988
111    3.335293
112    3.255068
113    3.165105
114    3.057943
115    3.101787
116    3.128850
117    3.092285
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58808913  002120.XSHE   26.7271             NaN    3.9869    1.6372    68.7131       289924.75     543.029      279649.8125                523.7841  2020-10-01       20.5134


-----Stock trend report: 欧菲光-----
{'code': '002456.XSHE', 'display_name': '欧菲光', 'name': 'OFG', 'type': 'stock', 'parent': None}
above5: True
above20: False
above60: False
long arrange: False
ema5 bias: -1.12%
ema20 bias: -6.88%
ema5 > ema20: True
ema5 angle
0    11.150172
1    14.827994
2     6.644415
3    -2.805629
4     3.281101
ema20 angle
0   -1.126942
1    1.162786
2    0.069978
3   -2.009419
4   -0.345471
NATR
108    4.474644
109    4.315958
110    4.217671
111    3.997438
112    3.884381
113    3.772964
114    3.597266
115    3.528517
116    3.565016
117    3.462734
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58807826  002456.XSHE   39.1899             NaN    3.9102    0.7489  1411.7472     269473.9375    388.3119      266850.0625                384.5309  2020-10-01       76.1617


-----Stock trend report: 沪电股份-----
{'code': '002463.XSHE', 'display_name': '沪电股份', 'name': 'HDGF', 'type': 'stock', 'parent': None}
above5: False
above20: False
above60: False
long arrange: False
ema5 bias: -1.19%
ema20 bias: -7.35%
ema5 > ema20: True
ema5 angle
0     2.257219
1    12.931560
2     7.392280
3    -4.393940
4    -2.551390
ema20 angle
0   -2.677556
1    0.904213
2    0.436186
3   -2.277944
4   -1.952193
NATR
108    3.876727
109    3.874655
110    3.879034
111    3.757026
112    3.787482
113    3.695840
114    3.552542
115    3.468581
116    3.508658
117    3.372501
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58807301  002463.XSHE   24.7124             NaN    5.9633    4.2971  -145.9215     172438.1719    324.0113      170574.1094                320.5087  2020-10-01        26.867


-----Stock trend report: 世纪华通-----
{'code': '002602.XSHE', 'display_name': '世纪华通', 'name': 'SJHT', 'type': 'stock', 'parent': None}
above5: False
above20: False
above60: False
long arrange: False
ema5 bias: -5.82%
ema20 bias: -6.61%
ema5 > ema20: True
ema5 angle
0    -1.826699
1     3.551868
2     0.652053
3    -6.978992
4   -16.080918
ema20 angle
0   -3.427964
1   -1.740479
2   -2.065414
3   -3.991174
4   -6.965565
NATR
108    3.457954
109    3.422561
110    3.569317
111    3.435758
112    3.478309
113    3.376510
114    3.285971
115    3.180268
116    3.390589
117    3.932171
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58808706  002602.XSHE    26.183             NaN     2.418    4.5705  -198.9313     745255.6875    709.4834      417570.1562                397.5268  2020-10-01       31.0445


-----Stock trend report: 深南电路-----
{'code': '002916.XSHE', 'display_name': '深南电路', 'name': 'SNDL', 'type': 'stock', 'parent': None}
above5: False
above20: False
above60: False
long arrange: False
ema5 bias: -0.25%
ema20 bias: -8.90%
ema5 > ema20: True
ema5 angle
0    48.211859
1    68.858023
2    60.727015
3    -4.043700
4    -0.981320
ema20 angle
0   -10.311393
1    19.854854
2    18.975838
3    -2.799037
4    -2.042508
NATR
108    4.208635
109    4.070133
110    4.026815
111    3.915301
112    3.810417
113    3.698886
114    3.596491
115    3.435783
116    3.557006
117    3.423059
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58807693  002916.XSHE   38.3679             NaN   10.6104     4.895     86.943      48941.3867    570.1671       15325.5029                178.5421  2020-10-01       46.2507


-----Stock trend report: 乐普医疗-----
{'code': '300003.XSHE', 'display_name': '乐普医疗', 'name': 'LPYL', 'type': 'stock', 'parent': None}
above5: False
above20: False
above60: False
long arrange: False
ema5 bias: -0.45%
ema20 bias: -5.54%
ema5 > ema20: True
ema5 angle
0    10.698565
1    28.040487
2    23.512764
3    -0.951844
4    -5.582511
ema20 angle
0   -3.214627
1    3.740358
2    4.688074
3   -0.769062
4   -2.113650
NATR
108    3.861099
109    3.730417
110    3.608130
111    3.492094
112    3.363074
113    3.231422
114    3.152333
115    3.078702
116    3.131638
117    3.094779
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58806270  300003.XSHE   35.5688             NaN    7.3088    7.4987   102.1579     180458.1094    608.3243      153804.8438                518.4761  2020-10-01       35.2589


-----Stock trend report: 温氏股份-----
{'code': '300498.XSHE', 'display_name': '温氏股份', 'name': 'WSGF', 'type': 'stock', 'parent': None}
above5: False
above20: False
above60: False
long arrange: False
ema5 bias: -3.18%
ema20 bias: -5.74%
ema5 > ema20: True
ema5 angle
0    -5.506442
1    10.521713
2    10.600496
3    -2.589743
4    -4.012923
ema20 angle
0   -8.202963
1   -3.376397
2   -2.020759
3   -4.602073
4   -4.816190
NATR
108    2.792005
109    2.762676
110    2.819735
111    2.767307
112    2.811016
113    2.721459
114    2.728181
115    2.707588
116    2.787784
117    2.711515
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58807660  300498.XSHE    7.4406             NaN    2.8011    1.5829  -112.4163      637346.375   1245.3748      483697.9062                945.1457  2020-10-01        8.9164


-----Stock trend report: 生益科技-----
{'code': '600183.XSHG', 'display_name': '生益科技', 'name': 'SYKJ', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: False
long arrange: False
ema5 bias: 1.46%
ema20 bias: -5.25%
ema5 > ema20: True
ema5 angle
0    19.417679
1    25.873428
2    14.931462
3     2.925955
4     1.569970
ema20 angle
0    3.248191
1    6.999508
2    5.420707
3    2.843242
4    2.463916
NATR
108    3.663485
109    3.747013
110    3.732807
111    3.578893
112    3.460027
113    3.464801
114    3.373582
115    3.259273
116    3.200340
117    3.084178
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58806401  600183.XSHG   32.3708             NaN    5.8884    3.7658  -747.6595     228450.8281    532.7473      228450.8281                532.7473  2020-10-01       36.7725


-----Stock trend report: 烽火通信-----
{'code': '600498.XSHG', 'display_name': '烽火通信', 'name': 'FHTX', 'type': 'stock', 'parent': None}
above5: True
above20: False
above60: False
long arrange: False
ema5 bias: -0.09%
ema20 bias: -6.14%
ema5 > ema20: True
ema5 angle
0    10.051802
1    16.778362
2    12.280047
3     2.011053
4     0.577292
ema20 angle
0   -0.914122
1    2.173025
2    2.238710
3    0.225809
4   -0.013965
NATR
108    2.534424
109    2.514114
110    2.426243
111    2.411069
112    2.343531
113    2.310285
114    2.266932
115    2.200836
116    2.172361
117    2.116210
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58807967  600498.XSHG   45.8183             NaN    2.6678    1.2571    15.2805     117014.6641    278.0268      111375.4922                264.6282  2020-10-01       28.4055


-----Stock trend report: 永辉超市-----
{'code': '601933.XSHG', 'display_name': '永辉超市', 'name': 'YHCS', 'type': 'stock', 'parent': None}
above5: True
above20: False
above60: False
long arrange: False
ema5 bias: -1.40%
ema20 bias: -5.30%
ema5 > ema20: True
ema5 angle
0   -1.222263
1    4.712955
2    2.955466
3    2.543345
4    0.168793
ema20 angle
0   -2.234312
1   -0.440086
2   -0.452738
3   -0.245926
4   -0.659015
NATR
108    2.566036
109    2.480460
110    2.549471
111    2.539593
112    2.510088
113    2.473243
114    2.477569
115    2.364772
116    2.344984
117    2.304812
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58805637  601933.XSHG    36.384             NaN    3.5887    0.7909    16.3689     951628.5625    745.1252       946825.125                741.3641  2020-10-01       47.6506


-----Stock trend report: 汇顶科技-----
{'code': '603160.XSHG', 'display_name': '汇顶科技', 'name': 'HDKJ', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: False
long arrange: False
ema5 bias: 0.25%
ema20 bias: -8.88%
ema5 > ema20: True
ema5 angle
0    44.891711
1    71.870199
2    69.556939
3    24.946824
4    28.521934
ema20 angle
0   -18.399954
1    20.900956
2    27.935827
3     5.805722
4     9.015411
NATR
108    3.474798
109    3.328788
110    3.386390
111    3.251018
112    3.312774
113    3.290494
114    3.255191
115    3.171594
116    3.201987
117    3.074858
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58808071  603160.XSHG    37.869             NaN   10.4841   10.8194    51.0929      45692.2461    718.6933       45253.7031                711.7955  2020-10-01       31.0135


-----Stock trend report: 兆易创新-----
{'code': '603986.XSHG', 'display_name': '兆易创新', 'name': 'ZYCX', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: False
long arrange: False
ema5 bias: 0.47%
ema20 bias: -6.59%
ema5 > ema20: True
ema5 angle
0    55.389376
1    74.123369
2    61.485530
3    33.175863
4    59.862796
ema20 angle
0   -15.678917
1    25.389560
2    15.939418
3     5.403655
4    24.380103
NATR
108    4.028270
109    3.980832
110    3.997340
111    3.840944
112    3.691170
113    3.572906
114    3.477981
115    3.404427
116    3.333438
117    3.321935
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58809009  603986.XSHG  104.3032             NaN    8.0362   22.3124    35.3771       47157.082    816.3362       41789.0312                723.4099  2020-10-01      134.5043


EMA5 Cross EMA20 -----------------------------------------------
-----Stock trend report: 天茂集团-----
{'code': '000627.XSHE', 'display_name': '天茂集团', 'name': 'TMJT', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: False
long arrange: False
ema5 bias: 0.05%
ema20 bias: -1.71%
ema5 > ema20: True
ema5 angle
0    2.070675
1    3.287294
2    2.383547
3   -0.510878
4    0.805265
ema20 angle
0   -0.071001
1    0.481422
2    0.490138
3   -0.156771
4    0.185563
NATR
108    2.977997
109    2.930117
110    2.845451
111    2.746015
112    2.697721
113    2.679189
114    2.676695
115    2.649814
116    2.709538
117    2.697999
fundamental 
   Unnamed: 0        id         code  pe_ratio  turnover_ratio  pb_ratio  ps_ratio  pcf_ratio  capitalization  market_cap  circulating_cap  circulating_market_cap         day  pe_ratio_lyr
0           0  58806212  000627.XSHE   16.8434             NaN    1.2518    0.5926     2.0312     494062.9062    260.8652      446250.4062                235.6202  2020-10-01       14.6889


-----Stock trend report: 苏宁易购-----
{'code': '002024.XSHE', 'display_name': '苏宁易购', 'name': 'SNYG', 'type': 'stock', 'parent': None}
above5: True
above20: True
above60: True
long arrange: False
ema5 bias: 0.43%
ema20 bias: -2.25%
ema5 > ema20: True
ema5 angle
0    2.616008
1    4.600091
2    2.879920
3   -0.370255
